primary_key,hotel_id,hotel_name,tripadvisor_id,review_text,rating,published_date
152,31,Four Seasons Mexico City,152463.0,"I agree with some of these other reviews that it is more like a 3.5 and not quite up to the standards of other four seasons.  It definitely isn’t worth the price they charge. Lobby and courtyard are gorgeous and the service was great however the halls, rooms and bathrooms feel dated and need a refresh. The gym is also quite small and the pool area needs a refresh.",3,2024-10-18T01:18:09Z
153,31,Four Seasons Mexico City,152463.0,"I would call this one a 3 1/2 Seasons.  Lobby, lobby staff and restaurants/staff are top notch.    Concierge service terrible and rude.  The rooms are nice but dated especially the sofas in room that look like a 70s rec room….bathrooms definitely need a refresh.    Nearby Ritz Carlton and St Regis a better and newer bet.",3,2024-10-12T22:21:10Z
154,31,Four Seasons Mexico City,152463.0,"Its nice enough if you can get a good price, but not really the same quality I expect from other Four Seasons. Mattress felt saggy and old, bathrooms looked dated, etc. Also be wary of the concierge - they recommended the worst steakhouse I've ever been to. The breakfast buffet at the on-site restaurant was lovely though!",3,2024-10-07T14:04:36Z
155,31,Four Seasons Mexico City,152463.0,"Beautiful garden in the middle of the hotel. Great location - convenient to Condessa, Roma Norte etc. Cannot say enough about the employees. So nice and especially good with kids. Would absolutely stay again. 

Also, our daughter came down with some kind of a cold during our stay and the staff arranged for a doctor to visit her and provide medication. Great service.",5,2024-09-17T13:39:55Z
156,32,One&Only Le Saint Geran,256653.0,"You know how you check into a hotel, get your keys and that is it for communication with anyone? Well not at the Pier One.  We arrived after a very long flight and checked in with Jasmine, had a lovely chat, got our keys and went to scope out our room.  The rooms aren’t huge, but we had more than enough space and we looked out over the harbour and bridge. The bed was so comfortable as were the pillows. Went to have a look around The Rocks and Harbour which are all within walking distance. The hotel feels very welcoming when returning, Jasmine asked if all was ok, did we need help etc. so nice they remember who you are. 
We booked the hop on off bus with the concierge. Now usually our experience with a concierge at other hotels has been, average. Not with Eugene. He was amazing. I made an error when booking our tickets and did not find out till we were about to hop on the bus. Went back to Eugene and he had it all sorted with a smile and a “not to worry, it’s all sorted”. No penalty on the tickets, gave us our new voucher and off we went. Every time we needed assistance, Eugene came up with the answers. If only every hotel had a Eugene. Pier One you are very lucky to have this awesome concierge as your employee.
Thank you also to Vanessa, we enjoyed our drinks evening, conversation over breakfast, you also added to our enjoying our stay at Pier One.",5,2024-11-05T11:18:03Z
157,32,One&Only Le Saint Geran,256653.0,"A great hotel. Clean, beautifully designed rooms, central location just below the harbour bridge. The staff were excellent and really attentive, particularly Eugene
Beds are very comfortable, lovely shower. The shampoo, conditioner and shower gel are really nice. 
Proper coffee from the machine - nice",5,2024-10-31T22:06:47Z
158,32,One&Only Le Saint Geran,256653.0,"We stayed at this hotel twice during our 21 day odyssey of Australia and New Zealand, each time for 3 days.  Both times, it was terrific.  The location is perfect - right in the middle of things.  We had an awesome water view.  The hotel is right by the bridge, with Circular Quay and the Opera House, just a short walk away.  The hotel staff were amazing:  polite, professional and endlessly helpful.  Our room was lovely and very comfortable.  When we returned to Sydney the second time and came back to Pier One, it almost felt like coming home.  And, I can't forget to mention the fantastic breakfast :)",5,2024-10-18T20:33:39Z
159,32,One&Only Le Saint Geran,256653.0,"We chose the hotel for its location. Definitely a good decision. The location was good for Circular Quay and other tourist spots. The breakfast was good and we also enjoyed the bar. 

A nice comfy bed and a view of the bridge from our room were a bonus.",4,2024-10-17T12:00:56Z
160,32,One&Only Le Saint Geran,256653.0,"Despite requesting a quiet room twice during the reservation process we were placed close to the entrance to the bridge on the second floor which serves as a wedding venue. So we had issues getting to and from the room in addition to a lot of noise particularly at the conclusion of the second wedding that night.  Given the rate one pays I don’t think it’s acceptable to place non wedding guests in these rooms. There should be a much greater degree of separation. As such I can’t recommend anyone to stay at this hotel at these times. There are much quieter hotels available in Sydney where function rooms are well away from guest rooms. Sorry Pier One, you can’t have your wedding cake and eat it - ie pack in as many weddings and guests as you can with your current layout.",3,2024-10-05T17:11:01Z
161,33,The Pierre - A Taj Hotel,93603.0,"One of the nicest places to stay in New York. Walk in to the hotel and you feel like you have walked into an oasis of warmth/grace. The rooms are extremely well appointed and the food to die for! The bar with the jazz band playing in the evenings transports you to another world after a full day of work.Highly recommend the hotel, Wyler coming to NYC for work or vacation.",5,2024-11-11T14:53:47Z
162,33,The Pierre - A Taj Hotel,93603.0,"We booked The Pierre for a special NYC weekend, and MOSTLY, were not disappointed.  However, as a true NYC 5 star icon, I would have expected perfection at $1200/night.  Check in was great, as was our large king room overlooking Central Park.  Great view. Great bed, bathroom, etc.  Second evening, no refreshing of Evian water, no replacement of second water glass.  No rebundling of phone cables.  No replacing used coffee cups. Again, all minor, BUT.  Then at breakfast on the second day, it took almost 40 minutes to get our food and we had train to catch.  Many others, seated before us, got their food (we had standard orders).  And here’s the rub.  After imploring the manager of the dining area to check on our food, we did not hear from him.  Finally our food came, which was quite good, and our server took it off the bill.  BUT, no apology for the delay.  We all make mistakes, though the server was grousing that this happens not infrequently, where the cook just sidelines some orders.  But no apology is simply unacceptable for a 5 star establishment.  Not at $1200/night.",4,2024-11-09T12:22:32Z
163,33,The Pierre - A Taj Hotel,93603.0,"I've stayed in many hotels, but few have mastered the art of subtle luxury like this one. The staff operated with quiet efficiency, always present but never intrusive. The rooms were thoughtfully designed with premium materials and smart technology that actually enhanced the experience rather than complicating it. The common areas invited both socializing and peaceful solitude",5,2024-11-02T01:01:10Z
164,33,The Pierre - A Taj Hotel,93603.0,"A return stay with family and friends. A true New  York icon, The Pierre is an oasis of comfort and calm, amidst the hustle and bustle of such a famous city. With Central Park in the hotel’s front yard I find myself feeling at home every time I return. The staff is simply the best. True professionals in their field, they truly care about their guests, and that’s what makes The Pierre a home away from home.",5,2024-10-30T20:10:34Z
165,33,The Pierre - A Taj Hotel,93603.0,"The ladies in the elevators are the stars of this particular show - just love them! VERY expensive but nice size rooms, good beds and decent showers - Floris toiletries which is a bit surprising in New York, surely there are amazing American brands? They change the linen and towels every day which is a complete waste. Big stains on the carpets outside the elevators on floor 34 and the curtains were worn - time for a brush up I think at this prices. And avoid the very expensive breakfast as even if you buy it in with your room, you have a ceiling they dont tell you about AND you pay tax on top and service for what was not great...",4,2024-10-24T15:15:21Z
166,34,"Brown's Hotel, A Rocco Forte Hotel",17399393.0,"In my over 60 years in the travel trade I had the privilege to enjoy great number of properties all over the world. Also many years ago the ""previous"" version of the property in the 70´. My last one was unique. Considering the hard times of the Pandemic times, and the difficult results the hospitality industry is experiencing the job the management is doing is more than special. In every department we have enjoyed a superb profesional service, but more important... the combination of ""joy"" of service most of the employees transmit. Rare in our times. Sure I will be unfair with some as I do not have all names, and I will congratulate all. But I must mention some exceptional ones we have met and enjoy their unique work during our stay : Francesca Mangano Chief at Breakfast (also one of the waiters... he knows),  Concierges Mirko Roger, Andrea, Christian & Laura.  At reception most were great but one Laureano or Salvatore...? was one of a kind.  We stayed 2 weeks and is more than enough time to experience errors and mistakes...was not the case. They all nicely & warmly surprised and pampered us every day and situations.  Again, is an impecable ""orquesta"" that has a fine direction...! Congratulations to all the team.  This ""new"" De La Ville is a superb property, in many senses, rooms, deco, confort, gastronomy, location. Sure will maintain all these and  many ""fidelity"" clientele.",5,2024-11-06T22:03:31Z
167,34,"Brown's Hotel, A Rocco Forte Hotel",17399393.0,"Service was impeccable. 
Warm hospitality every department. 
True Italian food and great ambiance in the restaurants.  Rooms beautiful all kudos to interior designer. Location the best. Probably best hotel in Italy I’ve stayed.  Can’t wait to return.",5,2024-10-27T15:10:27Z
168,34,"Brown's Hotel, A Rocco Forte Hotel",17399393.0,Our aperitivo at the Cielo bar was great! The service was exceptional and the views were fantastic. The food and drinks were thoroughly made and served. It was an amazing experience that definitely highlighted our visit to Rome! I would recommend spending one afternoon there!,5,2024-10-27T14:54:11Z
169,34,"Brown's Hotel, A Rocco Forte Hotel",17399393.0,"Me and my friend visited the Cielo terrace bar at Hotel de la Ville. The view of the entire city was magical. We ordered 4 different cocktails and each was unique!! The food we tried was amazing, full of italian flavors. The atmosphere was unforgettable and the service excels and everyone was welcoming and gave us great recommendations on what to order. Definitely worth to visit when in Rome!",5,2024-10-27T14:47:33Z
170,34,"Brown's Hotel, A Rocco Forte Hotel",17399393.0,"We are RF fans. 

However, we stayed at two of his establishments. We are in the business, not direct competitors but he’s slipping. Italy has become too bling. His hotels have followed moving away from his father’s old fashioned principles. 

It’s excessively expensive v quality. €50 plus for a club sandwich plus a beer. Staff grabby for a tip and when given if not enough ouch! Hey. Can’t even sit on the Spanish steps. A trip back to the Russie demonstrated the difference 

Step back",3,2024-10-08T14:48:12Z
171,35,Faena Hotel Buenos Aires,306696.0,"Faena is a beautifully designed and decorated hotel. The decor is very sensual and original. Service used to be excellent. The hotel itself is starting to show a bit of its age. Rugs are in need of updating, some curtains look aged. Service is inconsistent. Your coffee may arrive 30 min after your sandwich. Odd policies result in there not being coffee available before 9am unless you get full breakfast. Only 2 coffee capsules per room per day are delivered, and additional ones are charged (!). You need to ask for things because they don’t happen automatically. You will need to call for water, the A/C to be fixed, and for… additional coffee capsules. I’ve been to Faena five or six times. This one felt like a bad one. When I’m at a luxury hotel, I expect luxury available. That excludes charges for coffee capsules.",3,2024-11-07T17:33:08Z
172,35,Faena Hotel Buenos Aires,306696.0,"Great hotel, beautiful settings, great service!

 I would like to take this time to say ""THANK YOU"" to all the staff at Faena Buenos Aires, all the details of our trip were a priority for them , also an amazing Tango Show , very private and elegant.",5,2024-10-13T10:18:57Z
173,35,Faena Hotel Buenos Aires,306696.0,"We stayed over 10 days and I have to say that the concierge, room service, the restaurants below, the area… all magnificent!! 

They have a WhatsApp chat where you can easily ask for pretty much anything you want.

The room was very spacious and luxurious.",5,2024-10-12T21:44:03Z
174,35,Faena Hotel Buenos Aires,306696.0,"There is no other option for me and my family than the Faena. The people, the vive, the food.
Is always an amazing experience and everyone be in the hotel makes sure your stay is happiness. 10 years, multiple time per year and will choose it always! Thank you !",5,2024-09-25T09:29:36Z
175,35,Faena Hotel Buenos Aires,306696.0,"Beautiful hotel, we stayed in a very nice room, the service was extremely friendly and the restaurants were incredibly good. The best hotel possible to visit Buenos Aires. Located in Puerto Madero, a really nice area full of good restaurants. I truly recommend it!!",5,2024-09-10T20:07:26Z
176,37,"Hotel Amigo, A Rocco Forte Hotel",196130.0,"Room is clean and comfortable. The mattress was dented so didn’t sleep well. Shower temperature is great but I had issue with the shower handle staying in place. Housekeeper and turn down service were great. Great location close to the grand place, all shops and restaurants. The breakfast was just okay. I was concerned about all the flies at the buffet table, but the staffs were nice. Check in and check out were easy. Gym is small but with cardio and weights. I was able to use the gym myself at nights during the stays.",4,2024-11-14T16:11:20Z
177,37,"Hotel Amigo, A Rocco Forte Hotel",196130.0,"We were lucky enough to stay here for three nights. From the moment we arrived, all staff members were wonderful! Attentive, friendly, warm smiles and so helpful. This really makes the difference, anywhere you stay, I cannot fault any of them. 

The hotel itself is of course beautiful and the room we stayed in was gorgeous and very comfortable. The location is very central and you are a stone throw away from everything, you are only yards away from the famous square, this can mean that you can hear quite a lot of noise at night but this is what happens when you stay in a central located hotel. Breakfast was wonderful and perfectly cooked, the buffet selection was also impressive. 

We really had the most wonderful stay. What I will say is, I do think that the rooms should have tea and coffee facilities, I was very surprised that our room did not have this. This is a luxury hotel after all and I feel it’s not something you should have to pay extra for, it is something that is offered at all other hotels so I do think this needs to change, especially for how much you pay to stay here. Bar Magritte is stunning! It really is a beautiful bar, I thought the prices were very steep, I understand this is a very luxurious hotel but I felt like some of the prices were extremely expensive just for the sake of it. I’m from Scotland so I know how much a good whisky costs and Bar Magritte was extremely over priced. 

Overall, I would certainly return and I hope to one day come back to Hotel Amigo, thank you for a wonderful stay!",4,2024-11-11T19:27:05Z
178,37,"Hotel Amigo, A Rocco Forte Hotel",196130.0,"The Hotel Amigo was the perfect spot for a weekend in Brussels.  Centrally located, we were able to meet our local tour guide at the Grand Place in a 2 minute walk. The hotel staff was very friendly and engaging during checkin and whenever we had questions.  

My 20 year old daughter noticed that children were given a stuff squirrel upon arrival.  The front desk team humored our college student and found her a squirrel  that was “hiding.”  

Breakfast was convenient right in the hotel – a good meal despite the higher prices.  The hotel is about 30 minutes from the airport by cab.  The rooms were a nice size – quiet with high pressured showers and good HVAC.  We will definitely be back to the Hotel Amigo when we visit Brussels again!",5,2024-11-09T15:00:39Z
179,37,"Hotel Amigo, A Rocco Forte Hotel",196130.0,"We organised a conference at the Amigo hotel for an international network of lawyers. An amazing experience! The whole team was so helpful in the preparation of and during the event. The conference room was marvellously arranged based on our requests, the welcome coffee and the breaks were all you can expect. The hotel rooms are high class with a very attentive room service. 
A special mention for the concierge who managed to organise, last minute and in no time, a Mexican Mariachi band. Impossible is not Haluk Sahin. Unbelievable!",5,2024-10-30T16:31:19Z
180,37,"Hotel Amigo, A Rocco Forte Hotel",196130.0,"My wife and I stayed here for only one night in order to attend our nephew's wedding. We came by Eurostar and arrived in Brussels at 6pm on the day before the wedding and took the 6pm Eurostar back to London the following day so all a bit rushed but thanks in large part to The Amigo hotel ( and to the lovely people we met at the wedding) we managed to relax and thoroughly enjoy ourselves. 
We had interconnecting rooms which were large, well appointed, very clean with very comfortable beds . Both rooms had bathtubs with showers over the bath, the water pressure was fantastic. A big plus for me was that we enjoyed almost complete silence during the night, doubtless due to good soundproofing but also in so many, even five star, hotels we have been kept awake by , I assume residual noise from air conditioning and central heating ducts and pipes but in this case once I turned the aircon off in my room - blissful silence.
We greatly enjoyed our meal in the hotel restaurant , Bocconi,. It is a very attractive space with comfortable seating and attentive staff. We had a very relaxed and enjoyable meal. 
Mainly because our visit was so short and we hadn't visited Brussels before  we really didn't want to risk getting lost or losing precious time looking for taxis etc, we asked the hotel to arrange for a car and driver to collect us from the train station on arrival and again to collect us from the wedding Reception, take us back to the Amigo where the hotel had allowed us to keep one of our rooms at no extra charge so we could change into travel clothes. The car then took us to the Station.
All in all , a wonderful first visit to Brussels. We wouldn't consider any other hotel if we do return and will definitely look out for other Rocco Forte hotels in the future.",5,2024-10-20T12:40:33Z
181,38,Hamilton Princess & Beach Club - A Fairmont Managed Hotel,147677.0,"Intrepid has become one of our favorite restaurants on the island. The food is phenomenal and we love the vibe. Last night was exceptional. We arrived the night of the PGA tournament and the restaurant was packed. There was an event outdoors that was loud for those in the restaurant. When we were seated, I was concerned about the noise level. But also thinking there's no way they will move us with that size crowd. Not only did they move us to a better table with less noise. The host held my elderly aunt's arm the entire distance across the crowded bar. Our waitress Jessa  was one of the best waitresses I have ever had. She could not have been nicer and more accommodating. She was very busy and could have been visibly stressed but never showed it. Top-notch evening!  Can't wait to go back !",5,2024-11-14T06:43:11Z
182,38,Hamilton Princess & Beach Club - A Fairmont Managed Hotel,147677.0,"Amazing service, great food. A truly high end experience.  Restaurant was really busy and the service was outstanding regardless. It was my son’s birthday and they had everything ready at dessert time, the staff was so friendly but yet very professional. Great experience!",5,2024-11-11T21:29:17Z
183,38,Hamilton Princess & Beach Club - A Fairmont Managed Hotel,147677.0,Virendra was a great server! Loved his magic tricks! He was very attentive and paid attention to detail. 1609 food was good thank you for making us comfortable. Food was great and atmosphere was amazing. I would definitely recommend 1609 to others,5,2024-11-10T16:20:43Z
184,38,Hamilton Princess & Beach Club - A Fairmont Managed Hotel,147677.0,"Great location to meet insurance companies, with great service and very friendly staff, nice clean rooms, great gym. Intrepid restaurant within hotel was great for dinner, the restaurant had a very nice vibe. Little extra edge to look out for is the cool artwork dotted across the hotel. The hotel grew on me over my 3-night stay.",5,2024-11-10T02:52:23Z
185,38,Hamilton Princess & Beach Club - A Fairmont Managed Hotel,147677.0,"I always have a good experience here.  I turned up last minute without a reservation this morning and was accommodated right away - wait staff member, Grace, was amazing...friendly, attentive, went out of her way to make my visit a positive one.  Highly recommend for the service alone.",5,2024-11-09T09:59:40Z
186,39,Four Seasons Vail,1687462.0,Absolutely an incredible stay. Property is beautiful and service was exceptional and friendly. Exceeded our expectations. We will be returning next time we stay in Colorado. Close to everything in Vail. We visited for my wife’s birthday and they added so many special touches to celebrate her. Highly recommend.,5,2024-10-23T12:47:48Z
187,39,Four Seasons Vail,1687462.0,"We were greeted by a lovely and very-well informed young lady at Reception (Louise/a), who made us feel immediately welcomed and at home :-)! Louise recently arrived from France and we had several lovely conversations…she walked us to our room and provided helpful info about the resort. The amenities and staff are all top notch! Can’t wait to visit again :-)!!",5,2024-10-17T12:59:40Z
188,39,Four Seasons Vail,1687462.0,"This was our second visit to Four Seasons Vail and this time we brought our kids along. We had an exceptional stay and didn’t want to leave.

The hotel is beautiful and the staff is so kind and helpful. The room was cozy, clean and we got a wonderful mountain view. We looked forward to breakfast every morning and absolutely loved the delicious and fresh food. Elizabeth at the Remedy restaurant was so sweet to have as a server. We also met the Executive Chef Simon, at their Speyside Cafe, who was friendly and fun to talk to. They have complimentary coffee every morning which is so nice to grab before a relaxing walk along the river.

Vail, and specifically Four Seasons, has become a family-favorite and we can’t wait to return!",5,2024-10-16T02:01:28Z
189,39,Four Seasons Vail,1687462.0,"We've been to numerous five star hotels around the world but the Four Seasons Vail is always one of our favorites. The staff is amazing, the food and spa are incredible, and they do everything possible to help make the stay special. A couple instances on past visits, there have been some restaurants where I had waited too long to make a reservation and they were full, but the concierge was able to get us in.",5,2024-10-15T13:56:49Z
190,39,Four Seasons Vail,1687462.0,"The Four Seasons location is walking distance to everything in Vail Village. The food and in room dining were excellent as expected. The spa amenities were so refreshing and relaxing. Our messages were amazing, and the property is always well kept.",5,2024-10-13T14:37:33Z
191,40,Four Seasons Beverly Wilshire,125138.0,"We had family vacation at the hotel
I contacted them to send a bottle of wine from me with a birthday note for my wife. They sent the bottle of wine without the birthday note so she thought it was a hotel amenity. When I found out andI complained, they said basically too bad.  When I contacted Amex, the hotel lied and said they never had my Birthday note 
We spent over $5000 on this vacation and the service was what 1 would expect from Holiday Inn.
Avoid this hotel and there lack of care for their customers",1,2024-11-05T22:56:36Z
192,40,Four Seasons Beverly Wilshire,125138.0,"Room 1290 had a MASSIVE end of the floor double balcony. Loved the pool experience. VERY welcoming and Jesue took great care of us and the parade of cocktails and snacks we required. The tiled alcove was perfect shelter for us pasty canadians and provided a wonderful view of the hotel and pool. Cabanas look great but cost a LOT so if you can grab an alcove, do it.",5,2024-10-29T15:30:39Z
193,40,Four Seasons Beverly Wilshire,125138.0,The people that work here are as bad as it gets even in Los Angeles.  You'd have to try hard to find people with less character and sincerity in the city.  The renovations took away any warmth and the place is just all around cold and miserable.  Anti social to the extreme.,1,2024-10-26T12:58:17Z
194,40,Four Seasons Beverly Wilshire,125138.0,"This is not a 5 start hotel in terms of quality, amenities, food or services. Location, maybe...  It seems that the hotel is more geared towards a business traveler or hosting a convention, rather than a luxurious experience. Bathroom in our room was in terrible shape - grout missing, mold in corners of the shower, carpet in the room was dirty and looked awful, stains on lamp shade etc. Furnishings were of poor quality and seemed like they will not last long. Four Seasons may have repapered the rooms but did nothing to dated bathrooms which are starting to literally fall apart. Breakfast was just ok, with limited choices and exorbitant prices. We booked through AmEx Fine Hotels and resorts and found out, upon check in, that the offered breakfast for 2 is a mere $90 credit per room. With exorbitant prices ($40 for an egg white frittata) it did't cover much. We ended up going toThe  Peninsula for breakfast - more choices, better quality of food and way less $$, also unbeatable service and courtyard setting. Overall this was a hugely disappointing stay so that we ended up cutting our trip short. It's sad to see such legendary property so mismanaged.",2,2024-10-22T12:34:12Z
195,40,Four Seasons Beverly Wilshire,125138.0,"We had a great experince when we stayed at the Beverly Wilshire Hotel (Four Seasons Hotels) in Beverly Hills. It was the first time we stayed at the hotel, and from check in to check out everything worked out just perfect. We had a One-Bedroom Rodeo View Suite which was wonderful, our room was located on the 8th floor with a great view towards Rodeo Drive. We had breakfast twice and dinner one time in our room, and it was very good and the food was very warm and good. We had dinner at the CUT by Wolfgang Puck, what a pleasure with exellent food and service. We also had one dinner at the BLVD restaurant and we where served a very good dinner there as well. The pool area was good, good food and service. The gym had all the equipment we needed. The service through out the hotel was excellent, and we can really recommend the Beverly Wilshire Hotel (Four Seasons Hotels) in Beverly Hills.",5,2024-10-21T13:08:32Z
196,41,Four Seasons Whistler,293175.0,"The Mrs. and I have adopted “luxury travel” as a bit of a hobby (to the degree that we can afford it – we are not multi-millionaires).  One of our primary ways to enable this are trips to Vancouver, B.C., which is only a 3-hour drive from our home (no airfare expense – yaa!).  With that in mind, when we saw an absolute killer Amex Plat FHR daily rate for the Four Seasons Whistler during a period when we needed to be in Vancouver anyway, we jumped all over it.

No regrets…but…some disappointments.

One of the things the Mrs. and I have observed that makes Four Seasons properties special is the experience. It isn’t necessarily about the property itself…the Four Seasons Miami at the time of our visit was essentially brand new; the Four Seasons Singapore is showing its age with both a bit of wear and tear, as well as design themes. It is about the experience, and the majority of that is about the people. The Mrs. and I have speculated that there must be some “Four Seasons University” that staff are sent to, because the service, the hospitality, is always amazing.  They seem to KNOW you are expecting something special, because you could be staying at the Marriott and saving a ton of money. At minimum, if there isn’t a “Four Seasons University”, then surely there is a rigorous hiring process that only the best and most experienced hospitality people could make through. Your first job in hospitality is not going to be at a Four Seasons.

Unless it is the Four Seasons Whistler.

There is a work visa program relationship between the British Commonwealth countries, primarily the U.K., Australia, and Canada, a program that is primarily leveraged by young people in their twenties. I know this because my wife was raised in Australia, and my university age son was raised in Canada. It is a very common thing for Brits to spend a year working in Canada or Australia someplace cool…like Sydney (Bondi Beach) or Canada (Whistler). For Canadians, its London and Sydney. For Aussies, its London and Whistler. The hospitality industry in all three cities leverage this. I’ve seen this in Sydney maybe times. And now I’ve seen it at the Four Seasons Whistler.

Polite, pleasant, enthusiastic, and well-scrubbed is the staff at the Four Seasons Whistler. Bright eyed and bushy tailed. Experienced? Competent? Meh…

The property is lovely – well up to Four Seasons standards (including the Four Seasons level artwork – I am always amazed at how the artwork doesn’t LOOK like “hotel artwork”…I can tell it is good stuff, and I care not a wit about art). Our room? Large and lovely, with in our case a great view. Expectations met.

The people?

I’m different. I know it. Having grown up quite working class and now living at a wee bit of a different station, the “Feeling Special” is a central part of the motivation behind our luxury travel hobby. “Feeling Special” is part of the reward for the hard work that makes $500 - $1000 per night hotel rooms possible it. And the Four Seasons, more than the Fairmont, and as it turns out, more than the Langham, ALWAYS delivers on this. Except when they didn’t at the Four Seasons Whistler. 

Not bad service. Certainly, in no way impolite or improper. And to be clear, the manage level staff – all experienced at other Four Seasons properties (at least the ones I spoke to) were great.

But the Front Desk staff, the wait staff, the bell staff, all the front-line staff, perpetually seemed like they either waiting for me to tell them what to do, or that there was no expectation that they do anything beyond “check the box”. No mindset of “how do I solve this problem” versus “what is the correct answer”.  At a Marriott, you ask about ice, you are told where the ice machine is. At a Four Seasons, the bellman who just dropped your bags either volunteers to get ice or promises to make sure that ice will appear in short order. At a Hilton, you ask for your car, they ask for your ticket, and then ask you what you are driving. At a Four Seasons, they greet you by name and then say “the _____, right?” (Yes, it is true, I don’t drive a Honda or a Toyota, or the like).

Now, given the killer rate we were paying, a rate that included parking and breakfast, I should have NO complaints. But it was a Four Seasons. Except…not quite.",4,2024-11-06T13:48:23Z
197,41,Four Seasons Whistler,293175.0,"Best breakfast buffet we’ve had. Staff A+. Both a  shuttle and car service that can be ordered to get to a particular spot in the Whistler Village. Then, if you walk somewhere , it will pick you up at the new spot. Nice gym. Comfortable bed. We went to Whistler for Thanksgiving dinner with our family, and after reading reviews, decided it was our #1 choice. We had a wonderful suite. Our service dog was with us, and the hotel provided bowls for her food and water, and a very comfy dog bed.

The hotel has a very fun complimentary event daily and we were amazed with its generosity. The first day was a wine tasting, delicious hot chocolate and a sweet treat that was made by by melting a sugary treat and then making it hard by putting it on ice. Kids and adults loved it. 

Valet parking is required.

Everyone loved the outdoor pool, and every room had comfy bathrobes to wear to it.
 

The weekend outdoor market is walking distance from the hotel. It is now our first choice when we go to Whistler.,",5,2024-10-16T23:27:06Z
198,41,Four Seasons Whistler,293175.0,"I stayed at this hotel for a family ski trip, and it's perfectly designed so you don’t need to leave – it has everything and feels especially suited for families. Upon arrival, they welcomed my 2-year-old by taking her to a secret room to pick out a teddy bear. Over the next few days, the nanny took my daughter for more bears, and the staff were always kind, even when she had already taken one. The breakfast buffet is spectacular, and the restaurant is delicious. The Ski Valet service is very convenient since it’s a few minutes’ walk from the hotel to the mountain. They also had hot chocolate and delicious cookies at the Ski Valet, which was a nice treat.

Some downsides are that it’s farther from the village and even from the Blackcomb gondola (compared to the Fairmont). Although there’s a shuttle service to take you to the village, it’s honestly less appealing since it’s so far. Having stayed at the Fairmont before, I’d say the Fairmont has a better pool and spa. I’d stay here again if I found a better rate than the Fairmont.",5,2024-10-15T18:43:32Z
199,41,Four Seasons Whistler,293175.0,"Beautiful mountain hotel with top notch service, and all the amenities. Our room was gorgeous, with a fireplace, deck, and changing room. We used the four season ebikes to ride around the village. The staff was very friendly and helpful. The hotel is an easy walk to the upper village.",5,2024-10-07T13:19:27Z
200,41,Four Seasons Whistler,293175.0,"Great hotel, staff was so kind and the pool was phenomenal. Easy walk to the village, however if you didn't want to walk, the shuttle was always available. Cookies in the afternoon with wine happy hour in the bar. Breakfast was better each day. Would recommend wholeheartedly.",5,2024-10-03T16:53:37Z
201,42,Island Shangri-La,302130.0,"Excellent hotel with exceptional service. The newly renovated rooms are excellent. Well thought out and with everything you would need. From instant hot and cold drinking water through to copious charging points. The views of the harbour are stunning. We upgraded to the Horizon Club. This made the experience so very special. Access to the lounge during our stay elevated the whole experience. All the people we came into contact with were kind, attentive and very professional. I cannot find a single fault to report. We have stayed in a number of hotels in Hong Kong, but now this is the only hotel we will consider. Thank you to all.",5,2024-11-10T03:56:26Z
202,42,Island Shangri-La,302130.0,"I must confess Shangri-La was never my first option due to loyalty membership with other brands.

However I feel compelled to compliment the newly renovated rooms! Designed fantastically with so many useful features, this is one room which is truly designed with the user in mind. 

pull out tray for your shoes ✅
Open wardrobe concept for more space easily storing two luggage’s ✅
Built in Hairdryer holder for a proper hairdryer meaning no wire to uncoil daily or  filthy unwashed bags to fiddle with. ✅
Bedside pullout drawers with an inbuilt plug and wireless charging for your devices. No dangling wires ✅
USB sockets all around ✅
Filtered water dispenser ✅
Guest Fridge, no need to rearrange the mini bar for your own drinks ✅, albeit not very cold. 
Sensor activated night light that switches on when it detects motion ✅. Can’t decide if I love it or hate it but I guess it was carefully thought out. 

Will be my hotel of choice the next time I’m back in hk.",5,2024-11-03T19:18:59Z
203,42,Island Shangri-La,302130.0,"Best experience as always. The team was super helpful and it feels like a second home.

Coming back to the hotel and seeing familiar, happy faces…makes you feel like a family reunion. 

Vanessa, Creamy, Ella, Ronka, and  Joy were superb. We felt safe and ensured that all the kids will be look after.

They took the trouble to decorate the rooms and met all our requests for the double-birthday celebration. We can’t be more happy. 

Vivian and Nicole were there to greet the family upon arrival and at dinner. 

The family left feeling happy and missing their thematic rooms.

All the rooms are beautiful appointed and the family hangout and pantry are well stocked and ready to fulfils all parents can need for their children.

Can’t wait for our next trip to HK!",5,2024-11-02T03:01:28Z
204,42,Island Shangri-La,302130.0,"Really good hotel, great location above Admirality MTR /Pacific Place shopping mall.  Rooms were excellent - clean, spacious, quiet and comfortable.  Breakfast buffet is extensive ... western, Chinese, lots and lots of quality options.  But the breakfast experience is a little chaotic - queueing to be seated (even when not busy) and then ordering coffees can take a little time.  Not bad but just not very slick.  Only real irritation is the wait for / in the lifts ... too many rooms in the hotel for five lifts, and at certain times it can't cope - lift often stops at most floors on the way up / down.  That said would certainly stay here again.  Big thank you to Tiffany who was hugely helpful on sorting restauarnts, info for Ocean Park, etc, etc - she was fabulous.",4,2024-11-01T11:23:06Z
